50 3
1	-0.6020599913	-0.1505149978
1	-0.3010299957	-0.1505149978
1	-0.1249387366	-0.0937040525
1	0	0
1	0.096910013	0.1211375163
1	0.1760912591	0.2641368886
1	0.2430380487	0.4253165852
1	0.3010299957	0.6020599913
1	0.3521825181	0.7924106658
1	0.3979400087	0.9948500217
1	0.4393326938	1.208164908
1	0.4771212547	1.4313637642
1	0.511883361	1.6636209232
1	0.5440680444	1.9042381552
1	0.5740312677	2.152617254
1	0.6020599913	2.4082399653
1	0.6283889301	2.6706529527
1	0.6532125138	2.939456312
1	0.6766936096	3.2142946457
1	0.6989700043	3.4948500217
1	0.7781512504	4.6689075023
1	0.84509804	5.9156862801
1	0.903089987	7.2247198959
1	0.9542425094	8.588182585
1	1	10
1	1.0413926852	11.4553195367
1	1.079181246	12.9501749526
1	1.1139433523	14.48126358
1	1.1461280357	16.0457924995
1	1.1760912591	17.6413688858
1	1.2041199827	19.2659197225
1	1.2304489214	20.9176316634
1	1.2552725051	22.5949050919
1	1.278753601	24.2963184181
1	1.3010299957	26.0205999133
1	1.3222192947	27.7666051894
1	1.3424226808	29.5332989781
1	1.361727836	31.3197402284
1	1.3802112417	33.1250698011
1	1.3979400087	34.9485002168
1	1.414973348	36.7893070472
1	1.4313637642	38.6468216323
1	1.4471580313	40.5204248776
1	1.4623979979	42.4095419391
1	1.4771212547	44.3136376416
1	1.4913616938	46.2322125089
1	1.5051499783	48.1647993062
1	1.5185139399	50.110960016
1	1.531478917	52.0702831794
1	1.5440680444	54.0423815523
